"bigram"	"n"
"4807"	"enormous breakthrough"	1
"4808"	"enormous dust"	1
"4809"	"enormous evolutionary"	1
"4810"	"enormous glaciers"	1
"4811"	"enormous lake"	1
"4812"	"enormous models"	1
"4813"	"enormous opportunity"	1
"4814"	"enraged giant"	1
"4815"	"enrique peñalosa"	1
"4816"	"enshrined extremist"	1
"4817"	"enshrined sectarian"	1
"4818"	"ensuing millennia"	1
"4819"	"ensuing muddle"	1
"4820"	"entering uncharted"	1
"4821"	"enterprise starts"	1
"4822"	"enthusiastic boy"	1
"4823"	"enthusiasts talking"	1
"4824"	"entire atmosphere"	1
"4825"	"entire career"	1
"4826"	"entire city's"	1
"4827"	"entire country"	1
"4828"	"entire day"	1
"4829"	"entire drama"	1
"4830"	"entire east"	1
"4831"	"entire eggplant"	1
"4832"	"entire field"	1
"4833"	"entire growing"	1
"4834"	"entire history"	1
"4835"	"entire kyoto"	1
"4836"	"entire lives"	1
"4837"	"entire master"	1
"4838"	"entire planet"	1
"4839"	"entire production"	1
"4840"	"entire rock"	1
"4841"	"entire surface"	1
"4842"	"entire underside"	1
"4843"	"entombing rock"	1
"4844"	"entwined insects"	1
"4845"	"environment day"	1
"4846"	"environment passively"	1
"4847"	"environment starts"	1
"4848"	"environment wangari"	1
"4849"	"environmental activist"	1
"4850"	"environmental advocacy"	1
"4851"	"environmental benefits"	1
"4852"	"environmental burdens"	1
"4853"	"environmental component"	1
"4854"	"environmental conditions"	1
"4855"	"environmental crisis"	1
"4856"	"environmental disaster"	1
"4857"	"environmental injustices"	1
"4858"	"environmental issues"	1
"4859"	"environmental laws"	1
"4860"	"environmental lawyer"	1
"4861"	"environmental policy"	1
"4862"	"environmental processes"	1
"4863"	"environmental protection"	1
"4864"	"environmental regulations"	1
"4865"	"environmental standards"	1
"4866"	"environmental stewardship"	1
"4867"	"environmental success"	1
"4868"	"environmental systems"	1
"4869"	"environmental writer"	1
"4870"	"environmentally challenged"	1
"4871"	"environmentally friendly"	1
"4872"	"environmentally sustainable"	1
"4873"	"environments remaining"	1
"4874"	"enzyme found"	1
"4875"	"ephemeral beauty"	1
"4876"	"epidemic scientists"	1
"4877"	"epstein raised"	1
"4878"	"equal vote"	1
"4879"	"equally endangered"	1
"4880"	"equate religious"	1
"4881"	"equator december"	1
"4882"	"equity issue"	1
"4883"	"era 1939"	1
"4884"	"era built"	1
"4885"	"era dc"	1
"4886"	"erosion biodiversity"	1
"4887"	"erupting presently"	1
"4888"	"escalating u.s"	1
"4889"	"esoteric limits"	1
"4890"	"esoteric pursuit"	1
"4891"	"esoteric theory"	1
"4892"	"established norms"	1
"4893"	"estimate altitude"	1
"4894"	"estimate sea"	1
"4895"	"eternal enemies"	1
"4896"	"eternally busy"	1
"4897"	"eternally lost"	1
"4898"	"ethanol biofuel"	1
"4899"	"ethanol miracle"	1
"4900"	"ethanol pumps"	1
"4901"	"ethanol revolution"	1
"4902"	"ethical political"	1
"4903"	"ethical question"	1
"4904"	"ethiopia 70"	1
"4905"	"ethnic nationalism"	1
"4906"	"ethnographic research"	1
"4907"	"ethos found"	1
"4908"	"ethos hector's"	1
"4909"	"euphemism trial"	1
"4910"	"euphore smog"	1
"4911"	"euro notes"	1
"4912"	"europa interacts"	1
"4913"	"europe continued"	1
"4914"	"europe japan"	1
"4915"	"europe managed"	1
"4916"	"european capitalism"	1
"4917"	"european central"	1
"4918"	"european civil"	1
"4919"	"european civilizations"	1
"4920"	"european concert"	1
"4921"	"european nations"	1
"4922"	"european powers"	1
"4923"	"european settlement"	1
"4924"	"european torus"	1
"4925"	"european waters"	1
"4926"	"evan shultes"	1
"4927"	"eve december"	1
"4928"	"event meant"	1
"4929"	"events happen"	1
"4930"	"events happened"	1
"4931"	"eventual monumental"	1
"4932"	"eventually 10,000"	1
"4933"	"eventually call"	1
"4934"	"eventually comprising"	1
"4935"	"eventually leading"	1
"4936"	"eventually reduce"	1
"4937"	"eventually reveal"	1
"4938"	"eventually told"	1
"4939"	"eventually trod"	1
"4940"	"everyday concerns"	1
"4941"	"everyday meditation"	1
"4942"	"everyone's default"	1
"4943"	"evidence supporting"	1
"4944"	"evil jinn"	1
"4945"	"evocative poetic"	1
"4946"	"evolution 1968"	1
"4947"	"evolution entwined"	1
"4948"	"evolutionary pressure"	1
"4949"	"evolutionary reasons"	1
"4950"	"evolutionary time"	1
"4951"	"evolved highly"	1
"4952"	"evolves stilt"	1
"4953"	"evolving patchwork"	1
"4954"	"exact experience"	1
"4955"	"exact mathematical"	1
"4956"	"exact pathways"	1
"4957"	"exact solution"	1
"4958"	"examples building"	1
"4959"	"examples interestingly"	1
"4960"	"examples natural"	1
"4961"	"examples starting"	1
"4962"	"examples talk"	1
"4963"	"exceedingly violent"	1
"4964"	"excellent apes"	1
"4965"	"exceptional events"	1
"4966"	"excess carbon"	1
"4967"	"exchange marriage"	1
"4968"	"exchanging molecules"	1
"4969"	"exciting decade"	1
"4970"	"exciting scientific"	1
"4971"	"excluding animals"	1
"4972"	"excuses laughter"	1
"4973"	"executive director"	1
"4974"	"exhale oxygen"	1
"4975"	"exhaling breath"	1
"4976"	"exhaust fan"	1
"4977"	"existed diplomacy"	1
"4978"	"existence gradually"	1
"4979"	"existential angst"	1
"4980"	"existential disasters"	1
"4981"	"existential risks"	1
"4982"	"existential threat"	1
"4983"	"existing economic"	1
"4984"	"existing infrastructure"	1
"4985"	"existing legal"	1
"4986"	"existing political"	1
"4987"	"existing radar"	1
"4988"	"existing radio"	1
"4989"	"existing stores"	1
"4990"	"existing technology"	1
"4991"	"exists laughter"	1
"4992"	"exists ultimately"	1
"4993"	"exotic locations"	1
"4994"	"exotic species"	1
"4995"	"exotic tourist"	1
"4996"	"expand anymore"	1
"4997"	"expanded enormously"	1
"4998"	"expanded pedestrian"	1
"4999"	"expanding slowly"	1
"5000"	"expansion campaign"	1
